Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram_in_GB,Gpu,OpSys,Weight,Price_rupees,Memory_type,Memory_in_GB
HP,ProBook 430,Notebook,13.3,1920x1080,Intel,8,Intel UHD,Windows 10,1.49,100649,SSD,512
Acer,Spin 5,2 in 1 Convertible,13.3,1920x1080,Intel,8,Intel UHD,Windows 10,1.6,91159,SSD,256
Lenovo,V110-15IAP (N3350/4GB/1TB/No,Notebook,15.6,1366x768,Intel,4,Intel HD,No OS,1.9,23028,HDD,1000
Others,Others,Ultrabook,12.5,1366x768,Intel,4,Intel HD,Others,1.5,103582,HDD,500
Lenovo,Yoga 510-15IKB,2 in 1 Convertible,15.6,1920x1080,Intel,8,AMD Radeon,Windows 10,2.08,87509,SSD,256
Lenovo,IdeaPad 120S-14IAP,Notebook,14.0,1366x768,Intel,4,Intel HD,Windows 10,1.44,22721,Flash Storage,64
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel,4,Intel HD,Windows 10,2.3,38201,HDD,1000
Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel,16,AMD Radeon,Windows 10,2.2,103569,SSD +  2TB HDD,256
Microsoft,Surface Laptop,Ultrabook,13.5,2256x1504,Intel,16,Intel Iris,Windows 10 S,1.25,236246,SSD,512
MSI,GT73VR Titan,Gaming,17.3,1920x1080,Intel,16,Nvidia GeForce,Windows 10,4.14,249021,SSD +  1TB HDD,512
Lenovo,Ideapad 700-15ISK,Notebook,15.6,1920x1080,Intel,4,Nvidia GeForce,Windows 10,2.3,89151,HDD,1000
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel,6,Nvidia GeForce,Windows 10,2.8,59221,HDD,1000
Others,Others,Ultrabook,13.3,1920x1080,Intel,8,AMD Radeon,Others,1.4,87144,SSD,256
Others,Others,Ultrabook,13.3,1920x1080,Intel,8,Intel HD,Others,1.2,66521,SSD,512
Asus,Rog G752VY-GC229T,Gaming,17.3,1920x1080,Intel,16,Nvidia GeForce,Windows 10,4.3,196188,SSD +  1TB HDD,512
Dell,Inspiron 5578,2 in 1 Convertible,15.6,1920x1080,Intel,8,Intel HD,Windows 10,2.3,99828,SSD,256
Dell,XPS 13,Ultrabook,13.3,3200x1800,Intel,8,Intel HD,Windows 10,1.29,134776,SSD,256
Acer,Swift 3,Notebook,14.0,1920x1080,Intel,4,Intel HD,Windows 10,1.8,58035,SSD,128
Lenovo,IdeaPad 310-15ISK,Notebook,15.6,1920x1080,Intel,6,Nvidia GeForce,Windows 10,2.4,51921,SSD,128
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,1920x1080,Intel,8,Intel HD,Windows 10,1.38,98459,SSD,256
HP,Envy 13-ad009n,Ultrabook,13.3,1920x1080,Intel,8,Nvidia GeForce,Windows 10,1.38,102109,SSD,256
Dell,Inspiron 5770,Notebook,17.3,1920x1080,Intel,8,AMD Radeon,Linux,2.8,100284,SSD +  1TB HDD,128
MSI,Leopard GP72M,Gaming,17.3,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.7,123096,SSD,256
Asus,VivoBook S15,Ultrabook,15.6,1920x1080,Intel,16,Nvidia GeForce,Windows 10,1.5,115158,SSD +  1TB HDD,256
Lenovo,Ideapad 320-15IKBR,Notebook,15.6,1366x768,Intel,12,Intel HD,Windows 10,2.2,55571,HDD,1000
Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel,4,Intel HD,Windows 10,2.1,40789,HDD,500
Dell,XPS 13,2 in 1 Convertible,13.3,3200x1800,Intel,16,Intel HD,Windows 10,1.22,173284,SSD,512
HP,250 G6,Notebook,15.6,1920x1080,Intel,8,Intel HD,Windows 10,1.86,49184,SSD,256
Asus,FX502VM-AS73 (i7-7700HQ/16GB/1TB,Notebook,15.6,1920x1080,Intel,16,Nvidia GeForce,Windows 10,2.2,159596,SSD +  1TB HDD,128
HP,Spectre Pro,2 in 1 Convertible,13.3,1920x1080,Intel,8,Intel HD,Windows 10,1.48,148646,SSD,256
Dell,Latitude E7470,Notebook,14.0,1920x1080,Intel,8,Intel HD,Windows 10,1.56,112146,SSD,256
Apple,"MacBook 12""",Ultrabook,12.0,2304x1440,Intel,8,Intel HD,Mac OS X,0.92,106124,Flash Storage,256
Dell,Inspiron 7570,Notebook,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.0,104276,SSD,256
Dell,XPS 15,Notebook,15.6,3840x2160,Intel,32,Nvidia GeForce,Windows 10,2.06,240809,SSD,1000
Acer,Aspire A515-51G-37JS,Notebook,15.6,1920x1080,Intel,4,Nvidia GeForce,Windows 10,2.2,52195,SSD,256
Lenovo,IdeaPad 100S-14IBR,Notebook,14.0,1366x768,Intel,2,Intel HD,Windows 10,1.42,22721,Flash Storage,32
Dell,Inspiron 5577,Gaming,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.56,96770,SSD +  1TB HDD,128
Others,Others,Notebook,15.6,1920x1080,Intel,4,Nvidia GeForce,Others,2.3,89151,HDD,1000
HP,Probook 650,Notebook,15.6,1920x1080,Intel,8,Intel HD,Windows 10,2.31,106306,SSD,256
Lenovo,ThinkPad E570,Notebook,15.6,1920x1080,Intel,8,Intel HD,Windows 10,2.3,77623,HDD,1000
Dell,Inspiron 5568,2 in 1 Convertible,15.6,1920x1080,Intel,4,Intel HD,Windows 10,2.08,72634,HDD,1000
Others,Others,Notebook,15.6,1920x1080,Intel,8,Intel HD,Others,1.95,100101,SSD,256
HP,15-BS101nv (i7-8550U/8GB/256GB/FHD/W10),Ultrabook,15.6,1920x1080,Intel,8,Intel HD,Windows 10,1.91,60134,SSD,256
Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel,4,Intel HD,Windows 10,2.1,71175,HDD,500
Others,Others,Notebook,15.6,1366x768,Intel,12,Intel HD,Others,2.25,59221,HDD,1000
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,1920x1080,Intel,4,Intel HD,Windows 10,2.2,31846,SSD,128
Dell,Inspiron 5577,Gaming,15.6,1920x1080,Intel,16,Nvidia GeForce,Windows 10,2.56,113995,SSD,512
Others,Others,Gaming,17.3,1920x1080,Intel,16,Nvidia GeForce,Others,3.78,228034,SSD +  1TB HDD,256
Asus,Zenbook UX430UA,Ultrabook,14.0,1920x1080,Intel,8,Intel HD,Windows 10,1.25,95721,SSD,256
Others,Others,Ultrabook,15.6,1920x1080,Intel,8,AMD Radeon,Others,1.84,118350,SSD,256
HP,Probook 440,Notebook,14.0,1920x1080,Intel,8,Nvidia GeForce,Windows 10,1.63,94079,SSD,256
Lenovo,V310-15ISK (i3-6006U/4GB/128GB/FHD/No,Notebook,15.6,1920x1080,Intel,4,Intel HD,No OS,1.85,36819,SSD,128
MSI,GT72S Dominator,Gaming,17.3,1920x1080,Intel,16,Nvidia GeForce,Windows 10,3.78,141040,SSD +  1TB HDD,256
Dell,Alienware 17,Gaming,17.3,1920x1080,Intel,32,Nvidia GeForce,Windows 10,4.42,327478,SSD +  1TB HDD,1000
Dell,XPS 13,2 in 1 Convertible,13.3,3200x1800,Intel,8,Intel HD,Windows 10,1.24,183695,SSD,512
Others,Others,Notebook,15.6,1920x1080,Intel,8,Nvidia GeForce,Others,2.04,92983,SSD,256
Dell,XPS 13,Ultrabook,13.3,3200x1800,Intel,16,Intel Iris,Windows 10,1.29,204400,SSD,512
HP,17-BS037cl (i3-6006U/8GB/1TB/W10),Notebook,17.3,1600x900,Intel,8,Intel HD,Windows 10,2.54,44621,HDD,1000
Dell,Vostro 5568,Notebook,15.6,1920x1080,Intel,8,Intel HD,Linux,1.98,66248,HDD,1000
HP,15-bs017nv (i7-7500U/8GB/256GB/Radeon,Notebook,15.6,1920x1080,Intel,8,AMD Radeon,Windows 10,1.91,65609,SSD,256
Asus,Chromebook C202SA,Netbook,11.6,1366x768,Intel,4,Intel HD,Chrome OS,1.2,26271,Flash Storage,16
Lenovo,IdeaPad 110-15IBR,Notebook,15.6,1366x768,Intel,8,Intel HD,No OS,2.2,30021,HDD,1000
Lenovo,ThinkPad 13,Notebook,13.3,1920x1080,Intel,16,Intel HD,Windows 10,1.4,136784,SSD,512
Asus,Zenbook UX390UA,Ultrabook,12.5,1920x1080,Intel,16,Intel HD,Windows 10,0.91,177938,SSD,512
Dell,Inspiron 5577,Gaming,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.56,74734,HDD,1000
Acer,Aspire E5-576G,Notebook,15.6,1920x1080,Intel,4,Nvidia GeForce,Windows 10,2.23,63054,SSD,256
Lenovo,N23 (N3060/4GB/128GB/W10),Netbook,11.6,1366x768,Intel,4,Intel HD,Windows 10,1.4,43344,SSD,128
Acer,Aspire F5-573G-510L,Notebook,15.6,1920x1080,Intel,12,Nvidia GeForce,Windows 10,2.4,92071,SSD +  1TB HDD,128
HP,Elitebook 840,Notebook,14.0,1920x1080,Intel,4,Intel HD,Windows 10,1.48,145088,SSD,256
Asus,F756UX-T4201D (i7-7500U/8GB/128GB,Notebook,17.3,1920x1080,Intel,8,Nvidia GeForce,No OS,2.69,81121,SSD +  1TB HDD,128
Acer,Aspire A517-51G,Notebook,17.3,1920x1080,Intel,8,Nvidia GeForce,Windows 10,3.0,77928,SSD,256
MSI,GL72M 7RDX,Gaming,17.3,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.7,99919,SSD +  1TB HDD,128
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel,4,AMD Radeon,Windows 10,2.18,56383,HDD,1000
Others,Others,Notebook,15.6,1366x768,Intel,4,Intel HD,Others,2.1,31664,HDD,500
Others,Others,Notebook,15.6,1366x768,Intel,4,Nvidia GeForce,Others,2.2,65729,HDD,500
Others,Others,Notebook,13.3,1920x1080,Intel,4,Intel UHD,Others,1.49,61594,HDD,500
Asus,X705UV-BX074T (i3-6006U/4GB/1TB/GeForce,Notebook,17.3,1920x1080,Intel,4,Nvidia GeForce,Windows 10,2.0,51465,HDD,1000
MSI,GT72S Dominator,Gaming,17.3,1920x1080,Intel,16,Nvidia GeForce,Windows 10,3.78,218909,SSD +  1TB HDD,256
Lenovo,Legion Y720-15IKB,Gaming,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,3.2,127659,SSD +  1TB HDD,256
Asus,VivoBook E403NA,Notebook,14.0,1920x1080,Intel,4,Intel HD,Windows 10,1.5,27192,Flash Storage,32
Lenovo,V110-15IAP (N3350/4GB/128GB/No,Notebook,15.6,1366x768,Intel,4,Intel HD,No OS,1.9,24694,SSD,128
Acer,Aspire 3,Notebook,15.6,1366x768,AMD,4,AMD Radeon,Windows 10,2.1,36500,HDD,500
Acer,Aspire 5,Notebook,17.3,1920x1080,Intel,4,Nvidia GeForce,Windows 10,3.0,64058,SSD,256
HP,Stream 14-AX000nv,Notebook,14.0,1366x768,Intel,2,Intel HD,Windows 10,1.44,22721,Flash Storage,32
Dell,Inspiron 5370,Ultrabook,13.3,1920x1080,Intel,4,AMD Radeon,Windows 10,1.4,74674,SSD,256
Dell,Latitude E5570,Notebook,15.6,1920x1080,Intel,8,Intel HD,Windows 7,2.09,96994,SSD,256
Lenovo,IdeaPad 720S-14IKB,Notebook,14.0,1920x1080,Intel,8,Nvidia GeForce,Windows 10,1.5,100284,SSD,256
Acer,Chromebook 15,Notebook,15.6,1366x768,Intel,4,Intel HD,Chrome OS,2.2,19071,SSD,16
HP,15-bs190od (i5-8250U/4GB/1TB/W10),Notebook,15.6,1366x768,Intel,4,Intel UHD,Windows 10,2.04,47584,HDD,1000
Acer,Aspire 3,Notebook,15.6,1366x768,Intel,4,Intel HD,Windows 10,2.4,35040,HDD,1000
Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel,8,AMD Radeon,Windows 10,2.02,69259,HDD,2000
Asus,ZenBook Flip,2 in 1 Convertible,13.3,1920x1080,Intel,8,Intel UHD,Windows 10,1.1,136784,SSD +  512GB SSD,512
HP,Probook 640,Notebook,14.0,1920x1080,Intel,8,Intel HD,Windows 7,1.95,109044,SSD,256
Dell,Latitude 5580,Notebook,15.6,1920x1080,Intel,16,Nvidia GeForce,Windows 10,1.93,140287,SSD,256
Asus,X751NV-TY001 (N4200/4GB/1TB/GeForce,Notebook,17.3,1366x768,Intel,4,Nvidia GeForce,Windows 10,2.8,42919,HDD,1000
HP,250 G6,Notebook,15.6,1920x1080,Intel,4,Intel HD,Windows 10,1.86,36408,SSD,256
Others,Others,Workstation,15.6,1920x1080,Intel,8,AMD FirePro,Others,1.9,136419,SSD,256
Asus,X541UA-DM1897 (i3-6006U/4GB/256GB/FHD/Linux),Notebook,15.6,1920x1080,Intel,4,Intel HD,Linux,2.0,37869,SSD,256
Asus,Rog Strix,Gaming,15.6,1920x1080,Intel,16,Nvidia GeForce,Windows 10,2.2,223471,SSD +  1TB HDD,256
Acer,Aspire 3,Notebook,15.6,1366x768,Intel,4,Intel HD,Windows 10,2.1,33170,HDD,1000
Lenovo,Yoga 500-14ISK,2 in 1 Convertible,14.0,1920x1080,Intel,4,Intel HD,Windows 10,1.8,58218,SSD,128
Lenovo,Thinkpad T470s,Ultrabook,14.0,1920x1080,Intel,8,Intel HD,Windows 10,1.32,169634,SSD,256
Toshiba,Satellite Pro,Notebook,15.6,1920x1080,Intel,8,Intel HD,Windows 10,2.0,86049,SSD,256
Asus,Rog G701VIK-BA060T,Gaming,17.3,1920x1080,Intel,16,Nvidia GeForce,Windows 10,3.6,273659,SSD,256
Lenovo,IdeaPad 110-17ACL,Notebook,17.3,1600x900,AMD,4,AMD Radeon,Windows 10,2.6,44621,SSD,128
Dell,Vostro 3559,Notebook,15.6,1366x768,Intel,4,Intel HD,Windows 7,2.24,67251,HDD,500
Lenovo,ThinkPad L570,Notebook,15.6,1920x1080,Intel,8,Intel HD,Windows 10,2.3,83129,SSD,256
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,1920x1080,AMD,6,AMD Radeon,Windows 10,2.2,54528,SSD,256
MSI,GS73VR Stealth,Gaming,17.3,1920x1080,Intel,16,Nvidia GeForce,Windows 10,2.43,177845,SSD +  1TB HDD,256
Dell,XPS 13,Ultrabook,13.3,3200x1800,Intel,8,Intel UHD,Windows 10,1.23,170546,SSD,256
Dell,Vostro 3568,Notebook,15.6,1920x1080,Intel,4,AMD Radeon,Linux,2.18,51921,SSD,128
Others,Others,Workstation,15.6,1920x1080,Intel,16,Nvidia Quadro,Others,2.17,213342,SSD,512
HP,15-bs025nv (i5-7200U/8GB/256GB/W10),Notebook,15.6,1366x768,Intel,8,Intel HD,Windows 10,1.91,52834,SSD,256
Dell,Latitude 5580,Notebook,15.6,1366x768,Intel,4,Intel HD,Windows 10,1.93,87509,HDD,500
Acer,Aspire R7,2 in 1 Convertible,13.3,1920x1080,Intel,8,Intel HD,Windows 10,1.6,62871,SSD,256
Mediacom,SmartBook 140,Notebook,14.0,1920x1080,Intel,2,Intel HD,Windows 10,1.4,21809,Flash Storage,32
Samsung,Chromebook 3,Netbook,11.6,1366x768,Intel,4,Intel HD,Chrome OS,1.15,24546,Flash Storage,16
Dell,Inspiron 7567,Gaming,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.65,86596,Hybrid,1000
Others,Others,2 in 1 Convertible,13.3,1920x1080,Intel,8,Intel HD,Others,1.28,207776,SSD,256
Vero,K147 (N3350/4GB/32GB/FHD/W10),Notebook,14.0,1920x1080,Intel,4,Intel HD,Windows 10,1.3,23725,Flash Storage,32
MSI,GP62MVR 6RF,Gaming,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.2,134695,SSD +  1TB HDD,128
Asus,UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10),Notebook,14.0,1920x1080,Intel,4,Intel HD,Windows 10,2.0,70171,SSD,256
Asus,Rog Strix,Gaming,17.3,1920x1080,AMD,8,AMD Radeon,Windows 10,3.2,154669,SSD +  1TB HDD,256
Asus,Rog GL702VS-BA023T,Gaming,17.3,1920x1080,Intel,16,Nvidia GeForce,Windows 10,2.9,220734,SSD +  1TB HDD,256
Asus,X553SA-XX031T (N3050/4GB/500GB/W10),Notebook,15.6,1366x768,Intel,4,Intel HD,Windows 10,2.2,33671,HDD,500
Dell,Inspiron 5578,2 in 1 Convertible,15.6,1920x1080,Intel,16,Intel HD,Windows 10,2.09,107584,SSD,512
HP,ProBook 450,Notebook,15.6,1366x768,Intel,4,Intel HD,Windows 10,2.04,70262,SSD,256
Xiaomi,Mi Notebook,Notebook,15.6,1920x1080,Intel,8,Nvidia GeForce,No OS,1.95,109409,SSD,256
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel,4,AMD Radeon,Windows 10,2.2,49792,HDD,1000
Lenovo,Thinkpad Yoga,2 in 1 Convertible,13.3,1920x1080,Intel,8,Intel HD,Windows 10,1.37,160365,SSD,256
Lenovo,ThinkPad L470,Notebook,14.0,1366x768,Intel,4,Intel HD,Windows 10,2.02,90338,HDD,500
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,3200x1800,Intel,16,Intel Iris,Windows 10,1.3,164159,SSD,1000
MSI,PL60 7RD,Gaming,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.2,76559,HDD,1000
Mediacom,SmartBook Edge,Notebook,13.3,1920x1080,Intel,4,Intel HD,Windows 10,1.2,33671,SSD,32
Others,Others,Ultrabook,13.3,1920x1080,Intel,8,Intel HD,Others,1.34,120724,SSD,512
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel,8,AMD Radeon,Linux,2.3,73547,HDD,1000
Toshiba,Tecra X40-D-10G,Notebook,14.0,1920x1080,Intel,8,Intel HD,Windows 10,1.25,140069,SSD,256
Razer,Blade Pro,Gaming,17.3,3840x2160,Intel,32,Nvidia GeForce,Windows 10,3.49,556534,SSD,1000
Others,Others,2 in 1 Convertible,10.1,1920x1200,Intel,4,Intel HD,Others,0.69,50096,Flash Storage,64
Lenovo,Thinkpad X260,Ultrabook,12.5,1366x768,Intel,8,Intel HD,Windows 10,1.3,100284,SSD,180
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,1920x1080,AMD,12,AMD Radeon,Windows 10,2.2,86596,SSD,512
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel,4,Intel HD,Windows 10,2.18,50972,HDD,1000
Vero,V142 (X5-Z8350/2GB/32GB/W10),Notebook,14.0,1366x768,Intel,2,Intel HD,Windows 10,1.45,19236,Flash Storage,32
Asus,Rog GL753VE-DS74,Gaming,17.3,1920x1080,Intel,16,Nvidia GeForce,Windows 10,2.99,159596,SSD +  1TB HDD,256
HP,Omen 17-w212nv,Gaming,17.3,1920x1080,Intel,8,Nvidia GeForce,Windows 10,3.35,108679,SSD +  1TB HDD,128
Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel,8,AMD Radeon,Windows 10,2.2,73000,SSD,256
HP,15-BW004nv (A9-9420/4GB/256GB/Radeon,Ultrabook,15.6,1920x1080,AMD,4,AMD Radeon,Windows 10,1.91,45534,SSD,256
HP,Elitebook 840,Notebook,14.0,1920x1080,Intel,8,Intel HD,Windows 10,1.48,117895,SSD,256
Asus,X541NA (N3350/4GB/1TB/FHD/W10),Notebook,15.6,1920x1080,Intel,4,Intel HD,Windows 10,2.0,31390,HDD,1000
Dell,Latitude 3580,Notebook,15.6,1366x768,Intel,8,Intel HD,Windows 10,1.95,73912,SSD,128
Fujitsu,LifeBook A557,Notebook,15.6,1366x768,Intel,8,Intel HD,Windows 10,2.2,72909,SSD,256
Asus,ROG G703VI-E5062T,Gaming,17.3,1920x1080,Intel,32,Nvidia GeForce,Windows 10,4.7,354962,SSD +  1TB HDD,512
HP,Probook 440,Notebook,14.0,1366x768,Intel,4,Intel HD,Windows 10,1.64,62415,HDD,500
Dell,Latitude 5480,Notebook,14.0,1920x1080,Intel,8,Intel HD,Windows 10,1.6,109956,SSD,256
Toshiba,Portege X30-D-10V,Notebook,13.3,1920x1080,Intel,8,Intel HD,Windows 10,1.05,134594,SSD,256
Others,Others,Gaming,15.6,1920x1080,Intel,16,Nvidia GeForce,Others,2.1,173284,SSD +  1TB HDD,128
Lenovo,Ideapad 310-15ISK,Notebook,15.6,1920x1080,Intel,4,Intel HD,Windows 10,1.85,37860,HDD,1000
Dell,XPS 15,Notebook,15.6,3840x2160,Intel,16,Nvidia GeForce,Windows 10,2.06,185002,SSD,512
Asus,ROG G701VI,Gaming,17.3,1920x1080,Intel,32,Nvidia GeForce,Windows 10,3.8,255409,SSD,512
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,2560x1440,Intel,16,Intel HD,Windows 10,1.42,228946,SSD,512
Toshiba,Portege Z30-C-16H,Notebook,13.3,1920x1080,Intel,4,Intel HD,Windows 10,1.2,109044,SSD,128
Razer,Blade Stealth,Ultrabook,12.5,3840x2160,Intel,8,Intel HD,Windows 10,1.25,93896,SSD,256
HP,ProBook 470,Notebook,17.3,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.63,116800,HDD,1000
Others,Others,Notebook,15.6,1920x1080,Intel,8,Nvidia GeForce,Others,3.0,86779,SSD,256
Huawei,MateBook X,Ultrabook,13.0,2160x1440,Intel,8,Intel HD,Windows 10,1.05,123096,SSD,256
Lenovo,IdeaPad 100S-14IBR,Notebook,14.0,1366x768,Intel,2,Intel HD,Windows 10,1.5,20896,Flash Storage,64
HP,EliteBook x360,2 in 1 Convertible,13.3,1920x1080,Intel,16,Intel HD,Windows 10,1.28,180219,SSD,256
Dell,Inspiron 3567,Notebook,15.6,1920x1080,Intel,4,AMD Radeon,Linux,2.3,54650,SSD,256
Others,Others,2 in 1 Convertible,15.6,1920x1080,Intel,8,Intel HD,Others,2.191,91159,SSD,256
Others,Others,Ultrabook,15.6,1920x1080,Intel,8,Nvidia GeForce,Others,1.7,89151,SSD,256
HP,Omen 17-w207nv,Gaming,17.3,1920x1080,Intel,12,Nvidia GeForce,Windows 10,3.35,182409,SSD +  1TB HDD,256
Dell,XPS 15,Notebook,15.6,3840x2160,Intel,16,Nvidia GeForce,Windows 10,2.06,218726,SSD,512
HP,EliteBook 840,Notebook,14.0,1366x768,Intel,4,Intel HD,Windows 10,1.48,100374,SSD,256
Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.6,71996,SSD +  1TB HDD,128
Lenovo,V330-15IKB (i7-8550U/8GB/256GB/FHD/W10),Notebook,15.6,1920x1080,Intel,8,Intel UHD,Windows 10,2.05,80300,SSD,256
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,1920x1080,Intel,8,Intel HD,Windows 10,1.37,177938,SSD,256
Asus,ZenBook 3,Ultrabook,14.0,1920x1080,Intel,16,Intel HD,Windows 10,1.1,173375,SSD,512
HP,ZBook Studio,Workstation,15.6,1920x1080,Intel,8,Nvidia Quadro,Windows 10,2.0,205221,SSD,8
Dell,Inspiron 3576,Notebook,15.6,1920x1080,Intel,8,AMD Radeon,Windows 10,2.13,66430,SSD,256
Acer,Aspire R7,2 in 1 Convertible,13.3,1920x1080,Intel,8,Intel HD,Windows 10,1.6,71997,SSD,256
Others,Others,Gaming,17.3,1920x1080,AMD,8,AMD Radeon,Others,3.2,118534,SSD +  1TB HDD,256
Acer,Spin 5,2 in 1 Convertible,13.3,1920x1080,Intel,8,Intel UHD,Windows 10,1.5,77289,SSD,256
Asus,X541UV-DM1439T (i3-7100U/6GB/256GB/GeForce,Notebook,15.6,1920x1080,Intel,6,Nvidia GeForce,Windows 10,2.0,52651,SSD,256
HP,ProBook 440,Notebook,14.0,1366x768,Intel,4,Intel HD,Windows 10,1.64,88786,SSD,256
Asus,X541NA-GO121 (N4200/4GB/1TB/Linux),Notebook,15.6,1366x768,Intel,4,Intel HD,Linux,2.0,36408,HDD,1000
HP,Chromebook 11,Netbook,11.6,1366x768,Intel,4,Intel HD,Chrome OS,1.23,35131,Flash Storage,16
Lenovo,Thinkpad X1,Ultrabook,14.0,1920x1080,Intel,8,Intel HD,Windows 10,1.13,228034,SSD,512
Dell,XPS 13,Ultrabook,13.3,3840x2160,Intel,8,Intel UHD,Windows 10,1.21,177846,SSD,256
Asus,Rog Strix,Gaming,17.3,1920x1080,Intel,16,Nvidia GeForce,Windows 10,2.73,187053,SSD +  1TB HDD,256
HP,250 G6,Notebook,15.6,1366x768,Intel,4,AMD Radeon,Windows 10,1.86,55901,HDD,500
Toshiba,Tecra A50-D-11D,Notebook,15.6,1920x1080,Intel,8,Intel HD,Windows 10,2.0,126655,SSD,256
Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel,8,AMD Radeon,Windows 10,2.2,89881,SSD +  2TB HDD,128
HP,ZBook 15u,Notebook,15.6,1920x1080,Intel,8,AMD FirePro,Windows 10,1.9,115796,HDD,1000
HP,Elitebook 820,Netbook,12.5,1920x1080,Intel,8,Intel HD,Windows 10,1.26,135324,SSD,512
Asus,ZenBook UX430UN,Ultrabook,14.0,1920x1080,Intel,16,Nvidia GeForce,Windows 10,1.3,136419,SSD,512
Dell,Inspiron 7567,Gaming,15.6,1920x1080,Intel,8,Nvidia GeForce,Linux,2.62,84771,HDD,1000
Others,Others,Ultrabook,12.5,1920x1080,Intel,4,Intel HD,Others,1.26,144084,HDD,500
Others,Others,Notebook,15.6,1366x768,Intel,4,Intel HD,Others,2.1,60999,HDD,500
Others,Others,Notebook,15.6,1920x1080,AMD,4,AMD Radeon,Others,2.1,44621,HDD,1000
HP,Probook 450,Notebook,15.6,1920x1080,Intel,4,Intel HD,Windows 10,2.07,83038,HDD,500
Others,Others,Notebook,14.0,1366x768,Intel,2,Intel HD,Others,1.5,20896,Flash Storage,64
Vero,K146 (N3350/4GB/32GB/W10),Notebook,14.0,1920x1080,Intel,4,Intel HD,Windows 10,1.22,18515,Flash Storage,32
HP,Spectre 13-V100nv,Notebook,13.3,1920x1080,Intel,8,Intel HD,Windows 10,1.11,104846,SSD,256
Dell,Inspiron 5770,Notebook,17.3,1920x1080,Intel,8,AMD Radeon,Windows 10,2.8,99006,SSD +  1TB HDD,128
Dell,Inspiron 5770,Notebook,17.3,1920x1080,Intel,8,AMD Radeon,Windows 10,2.8,104208,SSD +  1TB HDD,128
HP,255 G6,Notebook,15.6,1366x768,AMD,4,AMD Radeon,Windows 10,1.86,33671,SSD,256
Acer,Chromebook 11,Netbook,11.6,1366x768,Intel,4,Intel HD,Chrome OS,1.35,32394,Flash Storage,32
Toshiba,Portege Z30T-C-133,Ultrabook,13.3,1920x1080,Intel,16,Intel HD,Windows 10,1.36,171276,SSD,512
MSI,GL62M 7RD,Gaming,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.2,102192,SSD +  1TB HDD,128
Others,Others,Ultrabook,14.0,1920x1080,Intel,8,Intel HD,Others,1.47,157406,SSD,256
MSI,GP62M Leopard,Gaming,15.6,1920x1080,Intel,8,Nvidia GeForce,Windows 10,2.2,109409,SSD +  1TB HDD,128
HP,EliteBook 820,Ultrabook,12.5,1920x1080,Intel,8,Intel HD,Windows 10,1.26,123096,SSD,256
Others,Others,Notebook,15.6,1920x1080,Intel,16,AMD Radeon,Others,2.3,78385,HDD,1000
HP,Probook 640,Notebook,14.0,1920x1080,Intel,4,Intel HD,Windows 10,1.95,115431,SSD,128
Lenovo,V320-17ISK (i3-6006U/4GB/500GB/FHD/No,Notebook,17.3,1920x1080,Intel,4,Intel HD,No OS,2.8,48271,HDD,500
Toshiba,Satellite Pro,Notebook,15.6,1920x1080,Intel,8,Intel HD,Windows 10,2.0,78475,HDD,500
MSI,GS73VR Stealth,Gaming,17.3,3840x2160,Intel,16,Nvidia GeForce,Windows 10,2.43,241721,SSD +  2TB HDD,512
Others,Others,Notebook,15.6,1366x768,Intel,4,Intel HD,Others,2.1,44986,SSD,128
